Llama_ROUGE-1,Llama_ROUGE-2,Llama_ROUGE-L,Llama_BLEU-1,Llama_BLEU-2,Llama_BLEU-3,Llama_BLEU-4,Llama_BLEU,Llama_METEOR,Llama_BERTScore-F1,id
0.4142,0.1677,0.2722,0.3544,0.2132,0.1524,0.1168,0.1168,0.2628,0.1575,926
0.4587,0.1759,0.3303,0.3029,0.1781,0.1129,0.0758,0.0758,0.2548,0.2953,927
0.4167,0.169,0.2778,0.2414,0.1402,0.0885,0.0536,0.0536,0.323,0.3508,928
0.3602,0.0881,0.2484,0.2442,0.0928,0.0217,0.0105,0.0105,0.1807,0.1243,929
0.3128,0.0913,0.1728,0.0689,0.0324,0.0069,0.0032,0.0032,0.1347,-0.1156,930
0.3246,0.0796,0.1754,0.1869,0.0909,0.0375,0.0136,0.0136,0.1271,0.0719,931
0.398,0.1856,0.2755,0.2771,0.1844,0.1219,0.095,0.095,0.2312,0.2165,932
0.5625,0.2526,0.3021,0.4188,0.2372,0.1523,0.0782,0.0782,0.3624,0.3176,933
0.25,0.0704,0.1667,0.1505,0.0572,0.033,0.0141,0.0141,0.1717,0.0639,934
0.4,0.2081,0.2857,0.3529,0.251,0.1966,0.165,0.165,0.2751,0.1956,935
0.2787,0.0333,0.1639,0.1408,0.0142,0.0066,0.0046,0.0046,0.1657,0.0329,936
0.3771,0.1156,0.24,0.2759,0.1498,0.0808,0.0282,0.0282,0.2123,0.2021,937
0.4974,0.2032,0.3386,0.2704,0.1572,0.0985,0.0523,0.0523,0.2412,0.2648,938
0.3264,0.1189,0.2222,0.1058,0.0581,0.027,0.0088,0.0088,0.1545,0.0521,939
0.2047,0.064,0.1575,0.1486,0.0451,0.0141,0.0079,0.0079,0.1148,-0.048,940
0.3263,0.0532,0.2,0.2473,0.0518,0.0143,0.0076,0.0076,0.1711,0.1911,941
0.3237,0.1053,0.1965,0.2896,0.1428,0.0289,0.0131,0.0131,0.1849,-0.0617,942
0.6163,0.2706,0.4302,0.469,0.2725,0.1401,0.0431,0.0431,0.3896,0.3969,943
0.4507,0.1714,0.3099,0.3056,0.1607,0.0717,0.027,0.027,0.2669,0.2205,944
0.2895,0.12,0.1447,0.1159,0.0704,0.0175,0.0088,0.0088,0.1459,-0.1876,945
0.4333,0.1695,0.2833,0.2368,0.1124,0.0555,0.022,0.022,0.3904,0.3096,946
0.335,0.1026,0.264,0.1871,0.0977,0.0521,0.018,0.018,0.1802,0.0773,947
0.5024,0.2297,0.3223,0.3275,0.2043,0.1359,0.1022,0.1022,0.2732,0.2992,948
0.3893,0.1769,0.2953,0.2614,0.155,0.0943,0.056,0.056,0.291,0.2293,949
0.4494,0.1705,0.2584,0.3158,0.1639,0.0661,0.0237,0.0237,0.2614,0.2917,950
0.2308,0.0625,0.1692,0.0381,0.0186,0.0103,0.0044,0.0044,0.1054,0.1429,951
0.3253,0.0976,0.1928,0.284,0.1332,0.0608,0.0232,0.0232,0.2247,0.1035,952
0.4153,0.0994,0.2732,0.2981,0.1365,0.0581,0.0214,0.0214,0.2339,0.3293,953
0.4253,0.1395,0.2874,0.3333,0.1731,0.088,0.0529,0.0529,0.2431,0.1726,954
0.3418,0.1154,0.2278,0.2414,0.1185,0.0791,0.0493,0.0493,0.2212,-0.0548,955
0.4091,0.1009,0.2455,0.2717,0.1019,0.02,0.0089,0.0089,0.2008,0.1785,956
0.3729,0.1624,0.2712,0.1629,0.1009,0.0717,0.0564,0.0564,0.2102,0.1912,957
0.2188,0.1111,0.125,0.1196,0.0725,0.0489,0.0338,0.0338,0.209,0.1192,958
0.404,0.1429,0.2424,0.2426,0.1385,0.1009,0.0781,0.0781,0.2307,0.2262,959
0.5161,0.3077,0.4086,0.381,0.2726,0.2102,0.1635,0.1635,0.3651,0.4453,960
0.4,0.1351,0.28,0.3186,0.1698,0.1043,0.0623,0.0623,0.2348,0.1945,961
0.3564,0.13,0.2277,0.2415,0.1323,0.0684,0.0234,0.0234,0.2065,0.1492,962
0.4454,0.2203,0.2882,0.2924,0.2029,0.152,0.111,0.111,0.264,0.3027,963
0.4821,0.2162,0.3661,0.2874,0.1624,0.1007,0.07,0.07,0.2456,0.3179,964
0.4615,0.1633,0.2672,0.2359,0.1158,0.0536,0.0173,0.0173,0.222,0.3111,965
0.4316,0.1489,0.2842,0.3065,0.1751,0.1296,0.1028,0.1028,0.2225,0.1213,966
0.1818,0.0368,0.1333,0.0819,0.0092,0.0045,0.0031,0.0031,0.0599,-0.2378,967
0.1818,0.0462,0.1212,0.1084,0.0364,0.0118,0.0067,0.0067,0.1302,-0.0018,968
0.3077,0.0709,0.1538,0.2021,0.0807,0.0192,0.0094,0.0094,0.248,0.1044,969
0.3782,0.1441,0.2521,0.1817,0.1006,0.0555,0.0177,0.0177,0.1687,0.1637,970
0.3448,0.193,0.2759,0.1733,0.1082,0.0863,0.0719,0.0719,0.2426,0.2396,971
0.2857,0.0545,0.1607,0.1375,0.0417,0.0131,0.0073,0.0073,0.2014,0.29,972
0.5126,0.2335,0.3417,0.4194,0.252,0.148,0.1001,0.1001,0.3103,0.3697,973
0.3416,0.1813,0.2671,0.0509,0.0358,0.0282,0.0215,0.0215,0.1569,0.2908,974
0.3636,0.173,0.2888,0.3571,0.2272,0.1466,0.0939,0.0939,0.2752,0.0976,975
0.4444,0.1987,0.3007,0.2875,0.181,0.128,0.1022,0.1022,0.3191,0.2163,976
0.3542,0.1189,0.2639,0.1568,0.0867,0.0552,0.0372,0.0372,0.1797,0.2007,977
0.1429,0.0145,0.1,0.0147,0.0061,0.0021,0.0013,0.0013,0.0366,-0.1383,978
0.3843,0.1938,0.2445,0.2005,0.1314,0.0864,0.0591,0.0591,0.1787,0.0885,979
0.2895,0.0973,0.1667,0.1395,0.0599,0.0286,0.0111,0.0111,0.1284,-0.0279,980
0.3651,0.1004,0.1992,0.1736,0.0844,0.0439,0.0267,0.0267,0.1631,0.1454,981
0.446,0.1898,0.259,0.3289,0.1987,0.117,0.0385,0.0385,0.3167,0.2261,982
0.3974,0.1169,0.2692,0.2561,0.1257,0.0734,0.0473,0.0473,0.2379,0.1272,983
0.2529,0.0581,0.1609,0.0946,0.0287,0.009,0.0051,0.0051,0.0884,-0.1056,984
0.3652,0.1316,0.2348,0.2464,0.1314,0.0879,0.0482,0.0482,0.1783,0.016,985
0.4372,0.2254,0.3256,0.2022,0.1394,0.1003,0.0668,0.0668,0.2164,0.3342,986
0.2449,0.0552,0.1361,0.1667,0.0806,0.044,0.0184,0.0184,0.1948,-0.061,987
0.3275,0.1302,0.2456,0.2528,0.1469,0.1021,0.0604,0.0604,0.2192,-0.0147,988
0.4519,0.211,0.3598,0.2542,0.1636,0.1166,0.0903,0.0903,0.283,0.3348,989
0.4023,0.1744,0.2414,0.2976,0.1694,0.0888,0.0542,0.0542,0.2265,0.215,990
0.4051,0.1795,0.2278,0.336,0.1954,0.0992,0.0597,0.0597,0.3037,0.2111,991
0.3077,0.1,0.2198,0.2523,0.1183,0.0779,0.0481,0.0481,0.212,0.1492,992
0.5,0.2857,0.3718,0.4211,0.3089,0.2264,0.1757,0.1757,0.3947,0.4112,993
0.4249,0.2362,0.3077,0.1656,0.1108,0.0811,0.0622,0.0622,0.2192,0.2901,994
0.5422,0.2561,0.2892,0.4111,0.2632,0.1678,0.0858,0.0858,0.3388,0.3858,995
0.49,0.251,0.3133,0.2546,0.1699,0.1106,0.0773,0.0773,0.2337,0.3218,996
0.4868,0.246,0.3386,0.3913,0.2454,0.1496,0.1031,0.1031,0.2838,0.2966,997
0.1176,0.0237,0.102,0.0291,0.0029,0.0014,0.0009,0.0009,0.0407,-0.358,998
0.5434,0.3422,0.4528,0.1985,0.1507,0.1207,0.0985,0.0985,0.3064,0.3883,999
0.4412,0.1485,0.2745,0.3383,0.1818,0.1178,0.0836,0.0836,0.2707,0.2287,1000
0.3033,0.1074,0.1967,0.1742,0.0905,0.0527,0.0306,0.0306,0.1354,0.0723,1001
0.2727,0.0769,0.1667,0.1625,0.0641,0.0375,0.0162,0.0162,0.127,0.0576,1002
0.2037,0.0566,0.1481,0.1235,0.0556,0.0157,0.0084,0.0084,0.1797,0.1255,1003
0.3051,0.0769,0.1695,0.1952,0.0742,0.0428,0.0274,0.0274,0.1485,0.0161,1004
0.3452,0.1205,0.2976,0.1932,0.0649,0.0167,0.0085,0.0085,0.1298,0.129,1005
0.4978,0.2203,0.3057,0.3344,0.1941,0.1261,0.0745,0.0745,0.2967,0.3298,1006
0.3597,0.0584,0.1871,0.1605,0.0142,0.0063,0.0042,0.0042,0.1613,0.0208,1007
0.4361,0.1527,0.3158,0.241,0.1212,0.0263,0.0123,0.0123,0.3367,0.3336,1008
0.2857,0.0629,0.1863,0.2022,0.083,0.0199,0.0098,0.0098,0.1537,0.0842,1009
0.4158,0.22,0.2574,0.3156,0.198,0.1207,0.0632,0.0632,0.2575,0.2057,1010
0.375,0.189,0.2812,0.1786,0.1236,0.0932,0.0749,0.0749,0.2311,0.207,1011
0.2133,0.1216,0.1733,0.183,0.1353,0.1099,0.0875,0.0875,0.1805,-0.0015,1012
0.4151,0.1048,0.2453,0.2942,0.156,0.0848,0.0567,0.0567,0.2331,0.0773,1013
0.5052,0.1875,0.2887,0.3778,0.2135,0.1323,0.0831,0.0831,0.327,0.2689,1014
0.4296,0.2406,0.2519,0.2658,0.1651,0.102,0.0611,0.0611,0.4157,0.1472,1015
0.5679,0.2625,0.3951,0.4474,0.3089,0.2177,0.1542,0.1542,0.4392,0.3376,1016
0.5297,0.306,0.4,0.4005,0.2887,0.2166,0.1681,0.1681,0.3303,0.3463,1017
0.4819,0.1463,0.3012,0.3715,0.2196,0.1364,0.0763,0.0763,0.3018,0.2138,1018
0.3259,0.1654,0.2222,0.1556,0.1152,0.0938,0.0748,0.0748,0.1688,0.0259,1019
0.4106,0.2013,0.2914,0.3232,0.1701,0.1096,0.0671,0.0671,0.2583,0.1987,1020
0.2411,0.0576,0.156,0.1744,0.0453,0.0135,0.0074,0.0074,0.1448,-0.015,1021
0.1699,0.0265,0.1176,0.087,0.0105,0.0052,0.0037,0.0037,0.0737,-0.261,1022
0.4755,0.2433,0.3019,0.2416,0.1632,0.1218,0.0887,0.0887,0.2201,0.2761,1023
0.3563,0.1163,0.2414,0.2727,0.1252,0.0714,0.0455,0.0455,0.2043,0.2159,1024
0.3709,0.1477,0.2252,0.2394,0.1705,0.1258,0.0954,0.0954,0.2659,0.1614,1025
0.4379,0.1557,0.284,0.3807,0.2032,0.1147,0.037,0.037,0.2865,0.1859,1026
0.4196,0.1418,0.2238,0.2692,0.1322,0.0613,0.0235,0.0235,0.2274,0.2663,1027
0.3141,0.0529,0.1885,0.2411,0.0715,0.0176,0.0088,0.0088,0.138,0.049,1028
0.5233,0.2706,0.3372,0.4368,0.2938,0.201,0.1403,0.1403,0.436,0.3485,1029
0.4884,0.2031,0.3178,0.2471,0.142,0.0805,0.0483,0.0483,0.2346,0.2693,1030
0.3565,0.1404,0.2,0.1914,0.1236,0.0809,0.0499,0.0499,0.1672,0.1575,1031
0.45,0.2785,0.3625,0.2973,0.2211,0.1894,0.1663,0.1663,0.3018,0.2784,1032
0.3497,0.1547,0.2514,0.2773,0.1578,0.0827,0.0284,0.0284,0.2143,0.0707,1033
0.3659,0.1111,0.3049,0.2867,0.1178,0.0555,0.0215,0.0215,0.221,0.3033,1034
0.5263,0.3669,0.4327,0.4625,0.3748,0.3189,0.2771,0.2771,0.4911,0.4245,1035
0.1935,0.0328,0.129,0.0117,0.0014,0.0007,0.0005,0.0005,0.0759,0.0218,1036
0.46,0.202,0.31,0.347,0.2207,0.114,0.0625,0.0625,0.224,0.4258,1037
0.2952,0.1538,0.2571,0.1337,0.083,0.0513,0.0307,0.0307,0.1627,-0.046,1038
0.3761,0.1207,0.2051,0.2004,0.1078,0.0589,0.0395,0.0395,0.177,0.2417,1039
0.1417,0.032,0.1102,0.1006,0.0384,0.013,0.0076,0.0076,0.0703,-0.1992,1040
0.5125,0.2405,0.2625,0.3827,0.2588,0.1893,0.1444,0.1444,0.361,0.3154,1041
0.4414,0.1818,0.3034,0.3243,0.1333,0.0627,0.0243,0.0243,0.2561,0.3497,1042
0.5185,0.1625,0.2963,0.3368,0.1693,0.0851,0.0286,0.0286,0.3516,0.2949,1043
0.4057,0.1792,0.2705,0.2067,0.1212,0.0792,0.054,0.054,0.1959,0.211,1044
0.2917,0.0845,0.25,0.2429,0.1028,0.0537,0.0219,0.0219,0.1569,0.0978,1045
0.4149,0.1506,0.3071,0.2262,0.1217,0.0689,0.0368,0.0368,0.2015,0.2388,1046
0.3038,0.1026,0.2532,0.2625,0.1448,0.0947,0.0584,0.0584,0.1819,0.0847,1047
0.349,0.1497,0.2416,0.2135,0.1101,0.0519,0.0201,0.0201,0.2733,0.1988,1048
0.2236,0.0126,0.1491,0.1967,0.0152,0.0065,0.0043,0.0043,0.1223,0.0519,1049
0.2933,0.0811,0.1733,0.2118,0.1004,0.0624,0.0415,0.0415,0.2103,0.0454,1050
0.2645,0.1345,0.1983,0.1319,0.0766,0.0509,0.035,0.035,0.3136,0.1669,1051
0.4747,0.2755,0.3535,0.3489,0.2695,0.2053,0.1482,0.1482,0.2675,0.2829,1052
0.5369,0.2041,0.255,0.3214,0.1968,0.1123,0.0364,0.0364,0.3665,0.2833,1053
0.3318,0.1244,0.1896,0.173,0.0971,0.0387,0.0138,0.0138,0.1773,0.1053,1054
0.4232,0.1506,0.249,0.1838,0.1009,0.0538,0.0168,0.0168,0.2041,0.2366,1055
0.5408,0.2062,0.3469,0.427,0.2536,0.1577,0.1048,0.1048,0.334,0.3315,1056
0.4417,0.0994,0.2822,0.3182,0.0855,0.0204,0.01,0.01,0.2332,0.3494,1057
0.4162,0.1333,0.3147,0.289,0.1381,0.0818,0.0479,0.0479,0.2098,0.1674,1058
0.4615,0.156,0.3497,0.3095,0.1616,0.0683,0.025,0.025,0.3682,0.2586,1059
0.5414,0.257,0.3204,0.4377,0.2638,0.1587,0.1087,0.1087,0.3429,0.4019,1060
0.3952,0.1697,0.2754,0.2771,0.1163,0.0694,0.0452,0.0452,0.1924,0.2059,1061
0.6604,0.419,0.5189,0.4426,0.3418,0.2792,0.2347,0.2347,0.4521,0.5175,1062
0.3711,0.1875,0.2165,0.2772,0.1825,0.1105,0.061,0.061,0.2617,0.1722,1063
0.214,0.0563,0.1209,0.0128,0.0091,0.0072,0.0054,0.0054,0.0455,-0.1097,1064
0.4423,0.1942,0.2981,0.2867,0.196,0.1471,0.1216,0.1216,0.2657,0.1575,1065
0.2903,0.0492,0.1613,0.1647,0.0626,0.0168,0.0087,0.0087,0.278,0.1533,1066
0.22,0.0204,0.12,0.125,0.0141,0.0068,0.0048,0.0048,0.1232,-0.1296,1067
0.534,0.254,0.377,0.3582,0.1927,0.1159,0.0759,0.0759,0.3211,0.3106,1068
0.4848,0.3077,0.4091,0.3462,0.2682,0.2248,0.202,0.202,0.4633,0.3964,1069
0.3692,0.1562,0.2615,0.2273,0.1252,0.0818,0.0504,0.0504,0.4132,0.2331,1070
0.5258,0.3412,0.3756,0.2839,0.219,0.1762,0.1434,0.1434,0.3465,0.3392,1071
0.284,0.0479,0.1893,0.1935,0.0459,0.0132,0.0071,0.0071,0.1383,-0.0656,1072
0.467,0.1689,0.326,0.2565,0.138,0.0894,0.0549,0.0549,0.2115,0.2654,1073
0.4746,0.1943,0.3503,0.3383,0.1933,0.0942,0.0312,0.0312,0.2962,0.2575,1074
0.3621,0.1652,0.2414,0.1606,0.0963,0.0667,0.0503,0.0503,0.1485,0.2642,1075
0.6667,0.4114,0.5198,0.5326,0.3975,0.3162,0.25,0.25,0.543,0.4621,1076
0.48,0.1717,0.26,0.3207,0.1237,0.0529,0.0195,0.0195,0.2166,0.1985,1077
0.5233,0.3765,0.4767,0.4106,0.3422,0.2939,0.2566,0.2566,0.3861,0.2787,1078
0.2371,0.0312,0.1546,0.144,0.0484,0.0124,0.0063,0.0063,0.1127,0.0121,1079
0.4311,0.1939,0.3353,0.2872,0.1562,0.0965,0.0325,0.0325,0.2333,0.2275,1080
0.3333,0.1442,0.1905,0.1586,0.101,0.0694,0.0459,0.0459,0.2099,0.0898,1081
0.4563,0.1839,0.3042,0.1925,0.1131,0.0627,0.0331,0.0331,0.2346,0.323,1082
0.478,0.1872,0.2927,0.3029,0.185,0.1251,0.0897,0.0897,0.2459,0.2861,1083
0.3541,0.1159,0.1818,0.2066,0.0864,0.0176,0.008,0.008,0.1604,0.0133,1084
0.4227,0.1771,0.2784,0.3209,0.1864,0.1343,0.0994,0.0994,0.2576,0.1883,1085
0.2878,0.0876,0.2158,0.1778,0.0774,0.019,0.0094,0.0094,0.1852,0.0558,1086
0.303,0.0613,0.1818,0.2346,0.1083,0.053,0.0209,0.0209,0.1642,0.0411,1087
0.4526,0.2234,0.3158,0.3409,0.2286,0.1525,0.1087,0.1087,0.3068,0.248,1088
0.3684,0.1439,0.2105,0.145,0.0872,0.0476,0.014,0.014,0.1582,0.2241,1089
0.5535,0.2803,0.3774,0.407,0.268,0.1898,0.1347,0.1347,0.3939,0.3362,1090
0.5385,0.2078,0.3974,0.4201,0.2262,0.1363,0.0751,0.0751,0.317,0.3322,1091
0.5535,0.2803,0.4277,0.4578,0.2989,0.2226,0.1696,0.1696,0.401,0.3449,1092
0.365,0.1778,0.2628,0.2191,0.1459,0.1063,0.0847,0.0847,0.2192,-0.0266,1093
0.2667,0.0602,0.1778,0.1912,0.0925,0.0638,0.0447,0.0447,0.1866,0.1161,1094
0.1754,0.0536,0.1228,0.0714,0.0093,0.0047,0.0034,0.0034,0.1326,-0.073,1095
0.4258,0.2092,0.2323,0.3125,0.1887,0.1317,0.0971,0.0971,0.3234,0.1902,1096
0.1833,0.0339,0.1167,0.1099,0.0349,0.0111,0.0063,0.0063,0.1903,0.1041,1097
0.5455,0.2699,0.3515,0.4194,0.2526,0.1848,0.1432,0.1432,0.4323,0.4105,1098
0.3595,0.1908,0.2549,0.0944,0.0619,0.042,0.0292,0.0292,0.1423,0.25,1099
0.3478,0.1176,0.2464,0.2,0.1006,0.0506,0.0203,0.0203,0.2358,0.1584,1100
0.509,0.2671,0.3871,0.1758,0.1225,0.0911,0.061,0.061,0.227,0.358,1101
0.061,0.037,0.061,0.0,0.0,0.0,0.0,0.0,0.018,-0.0768,1102
0.3977,0.1657,0.269,0.284,0.1651,0.1274,0.108,0.108,0.2061,0.1124,1103
0.32,0.1301,0.208,0.2222,0.1179,0.056,0.0218,0.0218,0.2463,0.0786,1104
0.4848,0.1227,0.2788,0.324,0.1255,0.0579,0.0222,0.0222,0.2286,0.3653,1105
0.199,0.0704,0.1493,0.0941,0.0438,0.0237,0.0098,0.0098,0.0828,-0.2537,1106
0.4813,0.1622,0.2995,0.4395,0.2392,0.1359,0.0864,0.0864,0.3051,0.1967,1107
0.5153,0.2857,0.3436,0.3049,0.2035,0.1274,0.0402,0.0402,0.3538,0.3596,1108
0.3731,0.1203,0.2164,0.1569,0.0878,0.0529,0.0327,0.0327,0.1694,0.1278,1109
0.5333,0.3596,0.4333,0.414,0.3424,0.2872,0.2488,0.2488,0.381,0.3342,1110
0.3608,0.166,0.251,0.1557,0.0866,0.055,0.0387,0.0387,0.1571,0.1807,1111
0.3518,0.0406,0.1407,0.2458,0.0699,0.017,0.0084,0.0084,0.1782,0.0407,1112
0.3316,0.0628,0.1451,0.2396,0.1078,0.0611,0.0388,0.0388,0.1677,0.0198,1113
0.4622,0.2119,0.3277,0.2953,0.1819,0.1277,0.1015,0.1015,0.2654,0.3142,1114
0.3109,0.0942,0.1969,0.1723,0.0776,0.0542,0.0411,0.0411,0.156,0.0227,1115
0.5244,0.2593,0.378,0.3896,0.248,0.1486,0.0816,0.0816,0.3284,0.4456,1116
0.5082,0.3471,0.4262,0.3149,0.2561,0.2075,0.1674,0.1674,0.3649,0.3635,1117
0.4732,0.2613,0.3393,0.3262,0.232,0.1698,0.1317,0.1317,0.2969,0.3206,1118
0.1667,0.0308,0.0909,0.0814,0.0098,0.0048,0.0034,0.0034,0.1057,-0.0443,1119
0.3784,0.1233,0.2703,0.3151,0.1323,0.0291,0.0137,0.0137,0.1962,0.1146,1120
0.2222,0.0408,0.1616,0.0816,0.0228,0.007,0.0039,0.0039,0.0671,0.0333,1121
0.5,0.2727,0.377,0.2623,0.1829,0.1292,0.0984,0.0984,0.2459,0.3052,1122
0.3571,0.1594,0.2286,0.2254,0.1135,0.0265,0.0129,0.0129,0.2673,0.1226,1123
0.2538,0.0718,0.1726,0.164,0.0566,0.0147,0.0075,0.0075,0.1111,0.0389,1124
0.3951,0.1494,0.2469,0.2491,0.1348,0.0787,0.0426,0.0426,0.1956,0.1811,1125
0.4146,0.1358,0.2073,0.3295,0.1846,0.1335,0.1029,0.1029,0.3317,0.2518,1126
0.5143,0.1739,0.3,0.253,0.0962,0.0225,0.0109,0.0109,0.2579,0.2577,1127
0.3348,0.08,0.185,0.1499,0.0767,0.0489,0.033,0.033,0.1457,0.0258,1128
0.2535,0.1,0.2394,0.1852,0.0833,0.0206,0.0103,0.0103,0.157,0.0559,1129
0.3787,0.1078,0.1775,0.3293,0.1803,0.1267,0.1007,0.1007,0.2719,0.1582,1130
0.4848,0.1963,0.303,0.3614,0.1992,0.0993,0.0333,0.0333,0.2621,0.2087,1131
0.4302,0.2353,0.3256,0.3038,0.1651,0.102,0.0611,0.0611,0.2428,0.1816,1132
0.2971,0.0809,0.16,0.1278,0.0596,0.0405,0.0282,0.0282,0.1437,-0.065,1133
0.3968,0.2742,0.3651,0.3016,0.2206,0.1774,0.1469,0.1469,0.3121,0.3088,1134
0.4776,0.2312,0.3284,0.3188,0.2269,0.1806,0.1486,0.1486,0.2459,0.1391,1135
0.5389,0.2408,0.342,0.3536,0.2,0.1388,0.1066,0.1066,0.2997,0.3336,1136
0.3898,0.1897,0.3051,0.2286,0.1523,0.1109,0.0799,0.0799,0.2617,0.1845,1137
0.4274,0.2358,0.2984,0.2223,0.1564,0.1141,0.0854,0.0854,0.2209,0.347,1138
0.3676,0.1311,0.2162,0.3297,0.1914,0.1073,0.0344,0.0344,0.2339,0.099,1139
0.3758,0.0736,0.1818,0.3291,0.1452,0.0649,0.0245,0.0245,0.2481,0.0564,1140
0.3429,0.1159,0.2714,0.1646,0.0797,0.0437,0.0182,0.0182,0.1623,0.0909,1141
0.3065,0.1148,0.2097,0.1566,0.0618,0.0168,0.0088,0.0088,0.2585,0.1268,1142
0.3714,0.1538,0.2095,0.2109,0.1135,0.0584,0.0199,0.0199,0.1973,0.1334,1143
0.6509,0.4476,0.5,0.5069,0.4008,0.3217,0.2749,0.2749,0.4458,0.4777,1144
0.4959,0.1721,0.3089,0.3062,0.1613,0.0928,0.0621,0.0621,0.258,0.2785,1145
0.4916,0.2915,0.3704,0.1681,0.1302,0.1009,0.0825,0.0825,0.2106,0.3353,1146
0.5714,0.2883,0.3929,0.3752,0.2495,0.1814,0.1402,0.1402,0.3473,0.253,1147
0.3084,0.0377,0.1682,0.2329,0.0811,0.0184,0.0088,0.0088,0.1629,0.0487,1148
0.4202,0.178,0.2269,0.2331,0.1436,0.0995,0.0699,0.0699,0.1954,0.2542,1149
0.3514,0.1233,0.2568,0.2472,0.1185,0.0686,0.0248,0.0248,0.2822,0.2167,1150
0.3358,0.0741,0.1752,0.1538,0.0141,0.0064,0.0043,0.0043,0.149,0.0778,1151
0.4713,0.1935,0.3057,0.3529,0.2124,0.1206,0.0693,0.0693,0.2991,0.3569,1152
0.434,0.2405,0.327,0.116,0.0833,0.0614,0.0482,0.0482,0.2174,0.1833,1153
0.5409,0.2166,0.3899,0.378,0.2266,0.1244,0.0703,0.0703,0.3219,0.3541,1154
0.3864,0.1839,0.2614,0.2323,0.1654,0.124,0.0937,0.0937,0.2397,0.1286,1155
0.4507,0.2275,0.3286,0.3493,0.2319,0.1642,0.1196,0.1196,0.3152,0.2311,1156
0.3733,0.2162,0.32,0.1855,0.136,0.1076,0.0809,0.0809,0.2222,0.0316,1157
0.2903,0.0328,0.1613,0.1507,0.0457,0.0143,0.0081,0.0081,0.0993,-0.097,1158
0.4058,0.1471,0.2464,0.2073,0.1012,0.0504,0.0201,0.0201,0.2504,0.2245,1159
0.6034,0.3503,0.4469,0.4792,0.3551,0.2593,0.175,0.175,0.4391,0.4053,1160
0.3817,0.2016,0.2748,0.2469,0.1757,0.125,0.0931,0.0931,0.3117,0.3291,1161
0.241,0.0488,0.1687,0.1615,0.0434,0.0131,0.0072,0.0072,0.0824,-0.0411,1162
0.4873,0.2872,0.4061,0.2811,0.2032,0.1566,0.1261,0.1261,0.3013,0.4057,1163
0.3353,0.0819,0.2197,0.2517,0.108,0.0649,0.0239,0.0239,0.1712,0.103,1164
0.4091,0.1538,0.2273,0.2025,0.0883,0.0466,0.0191,0.0191,0.2506,0.2516,1165
0.4138,0.1158,0.2605,0.1577,0.0748,0.0293,0.0103,0.0103,0.1892,0.1623,1166
0.4172,0.2112,0.3067,0.2152,0.1463,0.1027,0.076,0.076,0.1957,0.3431,1167
0.3817,0.1085,0.1985,0.2152,0.091,0.0221,0.0109,0.0109,0.2512,0.1685,1168
0.4267,0.1704,0.2844,0.2622,0.1401,0.0815,0.0524,0.0524,0.2304,0.2149,1169
0.432,0.1774,0.264,0.1683,0.0991,0.0709,0.0506,0.0506,0.1962,0.2517,1170
0.3235,0.1485,0.2157,0.2334,0.1456,0.0836,0.0483,0.0483,0.2112,0.0387,1171
0.3167,0.137,0.2081,0.1094,0.0742,0.0483,0.0329,0.0329,0.1181,0.0103,1172
0.2703,0.0822,0.2432,0.219,0.0955,0.0234,0.0116,0.0116,0.1535,0.0867,1173
0.3936,0.1398,0.2447,0.2285,0.1277,0.0903,0.0607,0.0607,0.1719,0.0952,1174
0.4271,0.1368,0.2292,0.3343,0.1756,0.1085,0.0605,0.0605,0.2744,0.202,1175
0.3941,0.1393,0.266,0.313,0.1598,0.0925,0.0536,0.0536,0.2139,0.271,1176
0.4469,0.1921,0.3017,0.3407,0.2099,0.134,0.0854,0.0854,0.2728,0.3065,1177
0.4892,0.1752,0.2734,0.3377,0.1885,0.1238,0.0846,0.0846,0.3554,0.2484,1178
0.3492,0.0968,0.2698,0.2,0.1091,0.066,0.0432,0.0432,0.3427,0.2483,1179
0.4113,0.0863,0.2553,0.2564,0.0577,0.0164,0.0087,0.0087,0.1861,0.1178,1180
0.3978,0.1341,0.1878,0.3244,0.1632,0.0682,0.0248,0.0248,0.2434,0.2037,1181
0.6161,0.3732,0.4076,0.4475,0.3214,0.235,0.1805,0.1805,0.3268,0.3584,1182
0.4359,0.2241,0.3333,0.2324,0.1693,0.1249,0.0941,0.0941,0.2756,0.2014,1183
0.4162,0.1538,0.264,0.304,0.1684,0.1023,0.0566,0.0566,0.2681,0.2305,1184
0.4581,0.1808,0.257,0.3429,0.2055,0.1242,0.0685,0.0685,0.2895,0.2773,1185
0.3205,0.1039,0.2308,0.2723,0.1466,0.0951,0.0584,0.0584,0.1623,0.0777,1186
0.4295,0.1769,0.3221,0.2824,0.1739,0.103,0.0604,0.0604,0.3114,0.2796,1187
0.4603,0.2097,0.381,0.3281,0.1909,0.1056,0.0373,0.0373,0.2261,0.3505,1188
0.2989,0.0349,0.1839,0.1608,0.0585,0.0135,0.0065,0.0065,0.134,0.0572,1189
0.4088,0.163,0.2482,0.3,0.1509,0.0836,0.0295,0.0295,0.2866,0.2623,1190
0.3234,0.0964,0.1856,0.0683,0.0332,0.0153,0.0049,0.0049,0.1351,0.0543,1191
0.3245,0.1369,0.2491,0.108,0.0648,0.0493,0.0418,0.0418,0.15,0.1104,1192
0.2533,0.0352,0.1747,0.1303,0.0379,0.0093,0.0046,0.0046,0.1214,-0.0106,1193
